@RELATION AWSVM

@ATTRIBUTE w1 NUMERIC
@ATTRIBUTE w2 NUMERIC
@ATTRIBUTE w3 NUMERIC
@ATTRIBUTE w4 NUMERIC
@ATTRIBUTE w5 NUMERIC
@ATTRIBUTE w6 NUMERIC
@ATTRIBUTE w7 NUMERIC
@ATTRIBUTE w8 NUMERIC
@ATTRIBUTE w9 NUMERIC
@ATTRIBUTE w10 NUMERIC
@ATTRIBUTE w11 NUMERIC
@ATTRIBUTE w12 NUMERIC
@ATTRIBUTE a1 NUMERIC
@ATTRIBUTE a2 NUMERIC
@ATTRIBUTE a3 NUMERIC
@ATTRIBUTE a4 NUMERIC
@ATTRIBUTE a5 NUMERIC
@ATTRIBUTE a6 NUMERIC
@ATTRIBUTE a7 NUMERIC
@ATTRIBUTE a8 NUMERIC
@ATTRIBUTE a9 NUMERIC
@ATTRIBUTE a10 NUMERIC
@ATTRIBUTE a11 NUMERIC
@ATTRIBUTE a12 NUMERIC
@ATTRIBUTE a13 NUMERIC
@ATTRIBUTE a14 NUMERIC
@ATTRIBUTE a15 NUMERIC
@ATTRIBUTE a16 NUMERIC
@ATTRIBUTE a17 NUMERIC
@ATTRIBUTE a18 NUMERIC
@ATTRIBUTE a19 NUMERIC
@ATTRIBUTE a20 NUMERIC
@ATTRIBUTE a21 NUMERIC
@ATTRIBUTE class {PlayPad,Walk,WatchTV,Read,Sleep,Sweep,Exercise}
@DATA
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
57.114285714285714,1.0714285714285714,0.0,0.4857142857142857,0.0,0.0,1.1857142857142857,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,WatchTV
25.645569620253166,14.063291139240507,0.10126582278481013,18.40506329113924,0.0759493670886076,0.02531645569620253,0.620253164556962,0.0,0.1518987341772152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20253164556962025,0.17721518987341772,0.46835443037974683,0.06329113924050633,1,0,0,0,1,1,0,0,0,0,0,0,PlayPad
25.645569620253166,14.063291139240507,0.10126582278481013,18.40506329113924,0.0759493670886076,0.02531645569620253,0.620253164556962,0.0,0.1518987341772152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20253164556962025,0.17721518987341772,0.46835443037974683,0.06329113924050633,1,0,0,0,1,1,0,0,0,0,0,0,PlayPad
25.645569620253166,14.063291139240507,0.10126582278481013,18.40506329113924,0.0759493670886076,0.02531645569620253,0.620253164556962,0.0,0.1518987341772152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20253164556962025,0.17721518987341772,0.46835443037974683,0.06329113924050633,1,0,0,0,1,1,0,0,0,0,0,0,PlayPad
25.645569620253166,14.063291139240507,0.10126582278481013,18.40506329113924,0.0759493670886076,0.02531645569620253,0.620253164556962,0.0,0.1518987341772152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20253164556962025,0.17721518987341772,0.46835443037974683,0.06329113924050633,1,0,0,0,1,0,0,0,0,0,0,0,PlayPad
25.645569620253166,14.063291139240507,0.10126582278481013,18.40506329113924,0.0759493670886076,0.02531645569620253,0.620253164556962,0.0,0.1518987341772152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20253164556962025,0.17721518987341772,0.46835443037974683,0.06329113924050633,1,0,0,0,1,0,0,0,0,0,0,1,PlayPad
25.645569620253166,14.063291139240507,0.10126582278481013,18.40506329113924,0.0759493670886076,0.02531645569620253,0.620253164556962,0.0,0.1518987341772152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20253164556962025,0.17721518987341772,0.46835443037974683,0.06329113924050633,1,0,0,0,1,0,0,0,0,0,0,1,PlayPad
25.645569620253166,14.063291139240507,0.10126582278481013,18.40506329113924,0.0759493670886076,0.02531645569620253,0.620253164556962,0.0,0.1518987341772152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20253164556962025,0.17721518987341772,0.46835443037974683,0.06329113924050633,1,0,0,0,1,0,0,0,0,0,0,1,PlayPad
25.645569620253166,14.063291139240507,0.10126582278481013,18.40506329113924,0.0759493670886076,0.02531645569620253,0.620253164556962,0.0,0.1518987341772152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20253164556962025,0.17721518987341772,0.46835443037974683,0.06329113924050633,1,0,0,0,1,0,0,0,0,0,0,1,PlayPad
25.645569620253166,14.063291139240507,0.10126582278481013,18.40506329113924,0.0759493670886076,0.02531645569620253,0.620253164556962,0.0,0.1518987341772152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20253164556962025,0.17721518987341772,0.46835443037974683,0.06329113924050633,1,0,0,0,1,0,0,0,0,0,0,1,PlayPad
25.645569620253166,14.063291139240507,0.10126582278481013,18.40506329113924,0.0759493670886076,0.02531645569620253,0.620253164556962,0.0,0.1518987341772152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20253164556962025,0.17721518987341772,0.46835443037974683,0.06329113924050633,1,0,0,0,1,0,0,0,0,0,0,1,PlayPad
25.645569620253166,14.063291139240507,0.10126582278481013,18.40506329113924,0.0759493670886076,0.02531645569620253,0.620253164556962,0.0,0.1518987341772152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20253164556962025,0.17721518987341772,0.46835443037974683,0.06329113924050633,1,0,0,0,1,0,0,0,0,0,0,1,PlayPad
25.645569620253166,14.063291139240507,0.10126582278481013,18.40506329113924,0.0759493670886076,0.02531645569620253,0.620253164556962,0.0,0.1518987341772152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20253164556962025,0.17721518987341772,0.46835443037974683,0.06329113924050633,1,0,0,0,1,0,0,0,0,0,0,1,PlayPad
25.645569620253166,14.063291139240507,0.10126582278481013,18.40506329113924,0.0759493670886076,0.02531645569620253,0.620253164556962,0.0,0.1518987341772152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20253164556962025,0.17721518987341772,0.46835443037974683,0.06329113924050633,1,0,0,0,1,0,0,0,0,0,0,1,PlayPad
25.645569620253166,14.063291139240507,0.10126582278481013,18.40506329113924,0.0759493670886076,0.02531645569620253,0.620253164556962,0.0,0.1518987341772152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20253164556962025,0.17721518987341772,0.46835443037974683,0.06329113924050633,1,0,0,0,1,0,0,0,0,0,0,1,PlayPad
25.645569620253166,14.063291139240507,0.10126582278481013,18.40506329113924,0.0759493670886076,0.02531645569620253,0.620253164556962,0.0,0.1518987341772152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20253164556962025,0.17721518987341772,0.46835443037974683,0.06329113924050633,1,0,0,0,1,0,0,0,0,0,0,1,PlayPad
25.645569620253166,14.063291139240507,0.10126582278481013,18.40506329113924,0.0759493670886076,0.02531645569620253,0.620253164556962,0.0,0.1518987341772152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20253164556962025,0.17721518987341772,0.46835443037974683,0.06329113924050633,1,0,0,0,1,0,0,0,0,0,0,1,PlayPad
25.645569620253166,14.063291139240507,0.10126582278481013,18.40506329113924,0.0759493670886076,0.02531645569620253,0.620253164556962,0.0,0.1518987341772152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20253164556962025,0.17721518987341772,0.46835443037974683,0.06329113924050633,1,0,0,0,1,0,0,0,0,0,0,1,PlayPad
25.645569620253166,14.063291139240507,0.10126582278481013,18.40506329113924,0.0759493670886076,0.02531645569620253,0.620253164556962,0.0,0.1518987341772152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20253164556962025,0.17721518987341772,0.46835443037974683,0.06329113924050633,1,0,0,0,1,0,0,0,0,0,0,1,PlayPad
25.645569620253166,14.063291139240507,0.10126582278481013,18.40506329113924,0.0759493670886076,0.02531645569620253,0.620253164556962,0.0,0.1518987341772152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20253164556962025,0.17721518987341772,0.46835443037974683,0.06329113924050633,1,0,0,0,1,0,0,0,0,0,0,1,PlayPad
25.645569620253166,14.063291139240507,0.10126582278481013,18.40506329113924,0.0759493670886076,0.02531645569620253,0.620253164556962,0.0,0.1518987341772152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20253164556962025,0.17721518987341772,0.46835443037974683,0.06329113924050633,1,0,0,0,1,0,0,0,0,0,0,1,PlayPad
